1 0 5 14 60 1
1 1 4 82 57 -13
1 2 2 84 59 25
1 3 2 1 60 -4
1 4 2 65 63 -6
1 5 0 46 59 1
1 6 3 19 55 -26
1 7 5 25 58 -18
1 8 6 12 57 8
1 9 7 2 57 8
1 10 4 65 58 -11
1 11 5 85 56 -11
1 12 0 35 58 14
1 13 7 80 60 -6
1 14 8 39 59 -4
1 15 5 66 58 14
1 16 7 57 62 -18
1 17 3 98 64 -4
1 18 6 78 67 -10
1 19 4 8 61 9
1 20 9 69 59 21
1 21 3 25 59 9
1 22 3 82 66 -16
1 23 4 82 66 6
1 24 6 25 61 -8
1 25 5 22 59 -15
1 26 3 65 67 11
1 27 5 83 57 5
1 28 2 46 63 6
1 29 3 74 64 2
1 30 6 100 59 13
1 31 5 35 60 40
1 32 2 17 54 -12
1 33 2 17 62 -28
1 34 0 55 57 4
1 35 6 17 58 -15
1 36 1 72 64 -7
1 37 3 45 56 27
1 38 4 4 58 29
1 39 6 57 52 -13
1 40 1 62 59 1
1 41 4 40 59 7
1 42 5 42 63 18
1 43 4 93 52 -16
1 44 1 5 54 4
1 45 6 96 58 19
1 46 5 54 62 21
1 47 6 67 55 -10
1 48 5 97 64 -18
1 49 3 20 56 9
1 50 6 65 57 3
1 51 2 25 66 -12
1 52 5 30 52 -10
1 53 7 77 63 -2
1 54 7 40 61 -24
1 55 5 54 52 21
1 56 3 52 58 4
1 57 6 6 58 -2
1 58 4 5 72 -30
1 59 1 71 59 -24
1 60 4 5 74 -24
1 61 2 26 56 17
1 62 4 87 62 13
1 63 4 90 59 17
1 64 3 39 57 -9
1 65 5 26 65 -14
1 66 5 62 59 -15
1 67 2 34 69 10
1 68 2 92 66 -26
1 69 2 15 66 -6
1 70 5 79 59 16
1 71 5 81 67 -4
1 72 3 4 66 6
1 73 3 42 64 -11
1 74 2 3 60 -5
1 75 3 61 55 18
1 76 1 92 64 -19
1 77 5 69 59 24
1 78 9 55 66 -8
1 79 1 87 67 -4
1 80 3 24 60 -9
1 81 2 36 64 1
1 82 2 93 57 -11
1 83 4 28 57 19
1 84 4 78 61 10
1 85 2 31 64 13
1 86 2 87 55 -13
1 87 1 89 61 6
1 88 3 48 51 -20
1 89 1 22 66 8
1 90 5 14 56 -19
1 91 7 6 61 -7
1 92 5 84 56 8
1 93 4 43 66 -2
1 94 3 75 56 13
1 95 5 79 65 5
1 96 5 74 63 0
1 97 2 83 56 3
1 98 1 41 61 -5
1 99 5 29 54 14
2 0 4 80 57 10
2 1 2 27 52 10
2 2 5 48 62 6
2 3 4 81 59 -5
2 4 7 86 65 6
2 5 2 6 65 9
2 6 4 100 57 -11
2 7 8 12 67 -4
2 8 2 91 55 26
2 9 5 59 64 3
2 10 5 63 60 -4
2 11 1 82 64 4
2 12 2 10 57 -1
2 13 3 36 60 14
2 14 4 31 65 -19
2 15 2 9 62 -16
2 16 2 95 61 -12
2 17 5 77 54 13
2 18 3 38 54 -11
2 19 5 55 64 -1
2 20 5 100 62 -26
2 21 0 48 54 -16
2 22 4 81 60 -11
2 23 4 47 60 -5
2 24 7 66 68 -3
2 25 3 38 56 2
2 26 5 56 71 -14
2 27 8 70 54 15
2 28 2 6 62 21
2 29 2 0 59 -28
2 30 3 41 65 1
2 31 4 65 61 -4
2 32 4 16 61 -0
2 33 7 40 47 -11
2 34 6 77 61 -19
2 35 5 44 64 -6
2 36 5 86 61 -2
2 37 3 94 64 22
2 38 7 49 57 8
2 39 5 76 63 7
2 40 7 78 63 -5
2 41 3 100 66 2
2 42 4 76 62 -4
2 43 6 95 59 -1
2 44 9 79 70 -15
2 45 4 17 47 -4
2 46 4 80 60 4
2 47 5 3 54 15
2 48 6 58 65 8
2 49 5 7 65 -7
2 50 4 67 53 -0
2 51 4 85 50 11
2 52 6 30 59 12
2 53 4 17 70 6
2 54 5 40 53 -15
2 55 0 12 56 8
2 56 1 12 62 9
2 57 6 43 61 -8
2 58 3 46 60 10
2 59 10 98 69 23
2 60 7 52 58 23
2 61 4 5 57 10
2 62 2 20 57 16
2 63 1 0 60 8
2 64 6 68 57 2
2 65 1 47 56 23
2 66 6 75 56 -24
2 67 1 82 58 16
2 68 6 93 65 -14
2 69 7 41 53 -4
2 70 2 46 62 -17
2 71 6 53 64 11
2 72 3 16 60 6
2 73 7 36 63 -4
2 74 6 68 66 -7
2 75 3 61 62 10
2 76 7 7 53 18
2 77 4 8 57 22
2 78 4 43 58 12
2 79 7 33 57 7
2 80 6 96 64 -6
2 81 2 81 59 -16
2 82 4 64 58 -8
2 83 5 79 68 15
2 84 5 86 56 1
2 85 3 93 54 -1
2 86 4 92 63 -21
2 87 3 64 58 4
2 88 5 17 59 -13
2 89 2 48 54 -0
2 90 2 6 48 4
2 91 3 16 65 13
2 92 2 65 65 18
2 93 4 7 62 -4
2 94 4 49 53 5
2 95 1 58 62 1
2 96 7 89 63 3
2 97 8 44 63 -13
2 98 5 15 57 7
2 99 3 44 60 -22
3 0 3 68 59 0
3 1 7 92 59 30
3 2 3 46 60 -6
3 3 3 14 62 8
3 4 6 94 65 31
3 5 4 3 63 -8
3 6 10 72 63 -11
3 7 1 11 62 -13
3 8 6 30 54 -7
3 9 4 13 62 -14
3 10 3 92 55 -2
3 11 5 85 51 -5
3 12 3 89 55 -18
3 13 8 13 65 -12
3 14 5 4 58 32
3 15 4 84 54 8
3 16 1 61 53 -8
3 17 4 47 61 4
3 18 3 75 65 17
3 19 2 69 54 4
3 20 7 17 59 -14
3 21 1 93 54 7
3 22 3 39 67 -9
3 23 6 29 58 8
3 24 3 56 61 -41
3 25 5 56 65 3
3 26 12 90 56 19
3 27 3 82 57 -3
3 28 5 30 58 -7
3 29 6 39 64 7
3 30 3 74 56 -6
3 31 3 57 59 -4
3 32 7 60 49 17
3 33 2 37 58 6
3 34 2 86 59 19
3 35 3 87 58 13
3 36 2 86 60 12
3 37 4 66 57 -9
3 38 3 5 62 -17
3 39 5 73 54 23
3 40 1 56 70 -2
3 41 1 35 59 13
3 42 2 30 68 -5
3 43 2 24 61 10
3 44 2 10 54 19
3 45 3 18 62 25
3 46 3 95 59 -4
3 47 5 40 58 8
3 48 1 4 60 -22
3 49 3 51 55 1
3 50 2 50 64 -26
3 51 3 68 54 11
3 52 3 92 59 -4
3 53 3 51 73 8
3 54 3 35 55 -19
3 55 6 69 57 -8
3 56 1 94 57 21
3 57 2 20 66 -7
3 58 3 83 65 -6
3 59 2 97 58 -6
3 60 7 58 51 2
3 61 7 37 72 -23
3 62 4 26 64 13
3 63 3 63 53 27
3 64 3 11 57 -1
3 65 5 23 62 -25
3 66 5 94 52 40
3 67 1 71 64 -19
3 68 2 93 64 11
3 69 2 56 66 18
3 70 6 36 66 4
3 71 4 65 65 9
3 72 4 100 61 -7
3 73 5 76 51 3
3 74 3 24 55 -28
3 75 4 19 63 -16
3 76 2 30 65 -1
3 77 3 70 61 -2
3 78 5 38 63 -18
3 79 4 16 65 -17
3 80 4 21 67 2
3 81 3 100 58 -33
3 82 3 60 65 -2
3 83 3 74 64 1
3 84 3 97 52 5
3 85 2 48 59 -7
3 86 6 88 58 -28
3 87 10 30 52 7
3 88 6 63 63 12
3 89 4 31 51 -11
3 90 4 22 56 6
3 91 5 83 65 -12
3 92 4 45 67 7
3 93 3 20 58 12
3 94 1 96 60 27
3 95 4 74 64 10
3 96 3 26 59 5
3 97 5 77 65 -4
3 98 5 30 63 -15
3 99 2 90 65 -6
4 0 2 18 57 7
4 1 5 73 58 -7
4 2 2 4 62 -2
4 3 4 53 64 4
4 4 5 0 58 13
4 5 4 84 58 -19
4 6 3 58 51 -21
4 7 3 11 67 -12
4 8 3 57 55 -5
4 9 3 15 57 -9
4 10 3 41 64 13
4 11 5 48 54 30
4 12 7 94 49 17
4 13 7 88 57 9
4 14 6 14 63 -4
4 15 3 64 63 23
4 16 5 45 52 -34
4 17 2 88 65 2
4 18 5 58 61 -11
4 19 3 12 54 -1
4 20 5 44 61 3
4 21 7 81 62 -32
4 22 6 48 63 -8
4 23 5 100 57 -5
4 24 6 55 65 -7
4 25 3 65 57 -20
4 26 3 86 63 24
4 27 6 43 61 8
4 28 2 49 62 8
4 29 7 89 59 -4
4 30 2 30 65 -8
4 31 2 57 66 8
4 32 4 37 62 13
4 33 2 72 69 -14
4 34 5 1 54 -18
4 35 0 42 59 4
4 36 3 98 60 -13
4 37 5 10 60 6
4 38 3 45 57 -13
4 39 2 87 63 30
4 40 3 72 60 12
4 41 4 62 63 10
4 42 4 38 64 0
4 43 6 92 62 1
4 44 2 78 62 10
4 45 4 100 52 8
4 46 3 91 62 -26
4 47 6 73 66 -2
4 48 1 54 61 13
4 49 2 83 58 6
4 50 4 12 59 -21
4 51 2 96 62 -7
4 52 3 49 62 -1
4 53 5 13 58 -29
4 54 6 100 60 -16
4 55 3 4 67 1
4 56 6 90 62 -1
4 57 3 10 67 -22
4 58 6 57 66 5
4 59 8 54 57 -7
4 60 6 90 53 -9
4 61 3 98 65 -2
4 62 2 92 51 1
4 63 5 23 60 1
4 64 3 19 53 -7
4 65 6 56 62 18
4 66 1 90 62 1
4 67 5 100 62 -25
4 68 4 93 63 -23
4 69 2 19 54 5
4 70 4 2 53 -25
4 71 1 49 57 -2
4 72 5 1 55 -3
4 73 4 83 63 -3
4 74 3 82 63 13
4 75 5 100 49 21
4 76 2 70 59 -14
4 77 0 26 63 16
4 78 10 39 71 10
4 79 7 32 60 -8
4 80 7 64 68 -22
4 81 2 46 57 -17
4 82 9 68 51 -3
4 83 9 88 65 -21
4 84 4 62 61 22
4 85 2 89 73 -1
4 86 4 53 62 -12
4 87 4 16 61 20
4 88 4 31 67 -4
4 89 6 88 71 -19
4 90 3 59 56 -10
4 91 4 21 71 8
4 92 6 100 55 19
4 93 5 4 62 9
4 94 5 49 61 10
4 95 6 16 67 7
4 96 6 20 56 14
4 97 4 3 57 27
4 98 1 38 68 -7
4 99 2 80 52 -8
5 0 4 25 55 -11
5 1 4 79 63 13
5 2 3 62 64 14
5 3 4 87 59 14
5 4 7 37 57 -2
5 5 5 23 65 -9
5 6 2 23 60 -17
5 7 4 8 60 4
5 8 3 72 61 -27
5 9 2 79 62 2
5 10 2 58 65 11
5 11 7 44 59 -16
5 12 3 22 55 4
5 13 8 76 55 -30
5 14 6 80 53 -3
5 15 5 66 60 -12
5 16 4 78 61 1
5 17 3 5 68 -18
5 18 5 92 57 14
5 19 3 16 59 -8
5 20 2 12 57 -11
5 21 3 8 54 10
5 22 4 3 68 37
5 23 3 68 57 22
5 24 9 77 54 -11
5 25 5 43 62 -3
5 26 2 90 74 -6
5 27 4 3 61 10
5 28 4 3 54 -13
5 29 1 54 64 -1
5 30 5 54 62 12
5 31 2 54 58 -7
5 32 4 36 60 -3
5 33 4 90 59 -17
5 34 4 3 55 30
5 35 6 40 53 23
5 36 3 28 55 3
5 37 3 31 68 9
5 38 3 16 63 -23
5 39 3 80 57 -12
5 40 6 66 60 -1
5 41 7 13 55 12
5 42 4 19 61 -3
5 43 5 78 64 -11
5 44 4 55 59 -11
5 45 5 65 65 -10
5 46 6 48 66 -10
5 47 5 20 56 -16
5 48 4 36 61 5
5 49 6 89 62 -14
5 50 9 3 63 -1
5 51 8 14 60 -23
5 52 4 67 63 -7
5 53 2 73 62 4
5 54 3 6 64 2
5 55 1 57 59 -27
5 56 5 68 62 12
5 57 1 60 63 -16
5 58 7 28 58 -3
5 59 5 50 67 -7
5 60 5 90 61 8
5 61 2 91 56 -16
5 62 3 88 61 -0
5 63 6 36 68 -12
5 64 6 22 55 -10
5 65 2 58 62 6
5 66 7 85 53 -4
5 67 5 76 72 -4
5 68 4 17 62 -5
5 69 4 32 52 2
5 70 2 60 63 2
5 71 1 75 62 -5
5 72 4 21 60 -14
5 73 6 50 65 7
5 74 1 0 67 20
5 75 2 94 61 -9
5 76 5 13 60 14
5 77 3 71 59 6
5 78 3 3 63 -8
5 79 4 80 64 6
5 80 5 54 59 -11
5 81 6 21 57 -29
5 82 7 49 55 -0
5 83 3 4 60 11
5 84 3 60 64 -18
5 85 5 76 60 22
5 86 4 59 56 -5
5 87 4 39 56 -32
5 88 2 5 65 -35
5 89 5 8 57 -2
5 90 4 80 58 16
5 91 5 29 59 21
5 92 3 30 61 -10
5 93 4 47 59 0
5 94 3 28 66 2
5 95 2 22 60 15
5 96 5 62 57 -14
5 97 5 1 55 6
5 98 2 62 66 28
5 99 1 76 52 -18
6 0 4 82 62 13
6 1 4 96 64 -20
6 2 3 60 56 -20
6 3 4 89 56 -29
6 4 6 59 59 -19
6 5 1 2 61 11
6 6 4 13 68 -12
6 7 7 35 65 27
6 8 2 53 66 15
6 9 2 94 63 -12
6 10 5 68 65 -25
6 11 5 92 70 -12
6 12 2 99 62 6
6 13 3 49 56 -24
6 14 4 94 68 11
6 15 8 14 59 1
6 16 4 16 65 -4
6 17 6 55 56 3
6 18 3 57 56 -16
6 19 12 73 58 9
6 20 4 60 62 20
6 21 4 78 61 -17
6 22 3 87 56 2
6 23 7 36 56 -15
6 24 4 8 63 -11
6 25 4 38 56 -4
6 26 1 18 58 13
6 27 4 2 54 -12
6 28 3 99 60 -1
